0.0000       1.0000       1.0000       
0.0080       0.9939       0.9928       
0.0160       0.9782       0.9717       
0.0240       0.9553       0.9388       
0.0320       0.9263       0.8969       
0.0400       0.8920       0.8494       
0.0480       0.8551       0.7997       
0.0560       0.8153       0.7508       
0.0640       0.7743       0.7052       
0.0720       0.7336       0.6643       
0.0800       0.6930       0.6292       
0.0880       0.6544       0.6001       
0.0960       0.6187       0.5769       
0.1040       0.5866       0.5593       
0.1120       0.5593       0.5465       
0.1200       0.5362       0.5379       
0.1280       0.5176       0.5326       
0.1360       0.5039       0.5297       
0.1440       0.4946       0.5286       
0.1520       0.4898       0.5284       
0.1600       0.4888       0.5288       
0.1680       0.4908       0.5296       
0.1760       0.4956       0.5310       
0.1840       0.5026       0.5332       
0.1920       0.5110       0.5364       
0.2000       0.5207       0.5410       
0.2080       0.5313       0.5469       
0.2160       0.5426       0.5541       
0.2240       0.5538       0.5622       
0.2320       0.5647       0.5708       
0.2400       0.5750       0.5794       
0.2480       0.5849       0.5877       
0.2560       0.5934       0.5954       
0.2640       0.6012       0.6021       
0.2720       0.6079       0.6077       
0.2800       0.6134       0.6122       
0.2880       0.6179       0.6154       
0.2960       0.6211       0.6173       
0.3040       0.6227       0.6179       
0.3120       0.6233       0.6174       
0.3200       0.6226       0.6161       
0.3280       0.6204       0.6142       
0.3360       0.6172       0.6122       
0.3440       0.6130       0.6102       
0.3520       0.6078       0.6086       
0.3600       0.6021       0.6073       
0.3680       0.5960       0.6061       
0.3760       0.5896       0.6049       
0.3840       0.5834       0.6032       
0.3920       0.5772       0.6009       
0.4000       0.5720       0.5979       
0.4080       0.5674       0.5943       
0.4160       0.5634       0.5901       
0.4240       0.5607       0.5857       
0.4320       0.5588       0.5813       
0.4400       0.5582       0.5772       
0.4480       0.5585       0.5736       
0.4560       0.5598       0.5707       
0.4640       0.5617       0.5686       
0.4720       0.5645       0.5676       
0.4800       0.5679       0.5675       
0.4880       0.5713       0.5685       
0.4960       0.5751       0.5704       
0.5040       0.5786       0.5729       
0.5120       0.5819       0.5756       
0.5200       0.5849       0.5782       
0.5280       0.5875       0.5802       
0.5360       0.5896       0.5815       
0.5440       0.5912       0.5819       
0.5520       0.5918       0.5813       
0.5600       0.5921       0.5800       
0.5680       0.5918       0.5784       
0.5760       0.5911       0.5766       
0.5840       0.5899       0.5750       
0.5920       0.5884       0.5737       
0.6000       0.5868       0.5729       
0.6080       0.5849       0.5724       
