0.0000       1.0000       1.0000       
0.0080       0.9939       0.9953       
0.0160       0.9782       0.9814       
0.0240       0.9553       0.9590       
0.0320       0.9263       0.9292       
0.0400       0.8920       0.8934       
0.0480       0.8551       0.8533       
0.0560       0.8153       0.8105       
0.0640       0.7743       0.7670       
0.0720       0.7336       0.7244       
0.0800       0.6930       0.6842       
0.0880       0.6544       0.6476       
0.0960       0.6187       0.6156       
0.1040       0.5866       0.5887       
0.1120       0.5593       0.5672       
0.1200       0.5362       0.5507       
0.1280       0.5176       0.5389       
0.1360       0.5039       0.5311       
0.1440       0.4946       0.5265       
0.1520       0.4898       0.5242       
0.1600       0.4888       0.5233       
0.1680       0.4908       0.5231       
0.1760       0.4956       0.5228       
0.1840       0.5026       0.5221       
0.1920       0.5110       0.5207       
0.2000       0.5207       0.5187       
0.2080       0.5313       0.5161       
0.2160       0.5426       0.5132       
0.2240       0.5538       0.5107       
0.2320       0.5647       0.5088       
0.2400       0.5750       0.5081       
0.2480       0.5849       0.5090       
0.2560       0.5934       0.5118       
0.2640       0.6012       0.5167       
0.2720       0.6079       0.5237       
0.2800       0.6134       0.5327       
0.2880       0.6179       0.5433       
0.2960       0.6211       0.5551       
0.3040       0.6227       0.5677       
0.3120       0.6233       0.5804       
0.3200       0.6226       0.5926       
0.3280       0.6204       0.6039       
0.3360       0.6172       0.6138       
0.3440       0.6130       0.6218       
0.3520       0.6078       0.6278       
0.3600       0.6021       0.6315       
0.3680       0.5960       0.6331       
0.3760       0.5896       0.6326       
0.3840       0.5834       0.6303       
0.3920       0.5772       0.6266       
0.4000       0.5720       0.6216       
0.4080       0.5674       0.6160       
0.4160       0.5634       0.6100       
0.4240       0.5607       0.6039       
0.4320       0.5588       0.5981       
0.4400       0.5582       0.5929       
0.4480       0.5585       0.5883       
0.4560       0.5598       0.5846       
0.4640       0.5617       0.5817       
0.4720       0.5645       0.5796       
0.4800       0.5679       0.5783       
0.4880       0.5713       0.5777       
0.4960       0.5751       0.5776       
0.5040       0.5786       0.5781       
0.5120       0.5819       0.5789       
0.5200       0.5849       0.5799       
0.5280       0.5875       0.5811       
0.5360       0.5896       0.5823       
0.5440       0.5912       0.5835       
0.5520       0.5918       0.5846       
0.5600       0.5921       0.5856       
0.5680       0.5918       0.5863       
0.5760       0.5911       0.5869       
0.5840       0.5899       0.5872       
0.5920       0.5884       0.5872       
0.6000       0.5868       0.5870       
0.6080       0.5849       0.5865       
0.6160       0.5831       0.5857       
0.6240       0.5811       0.5847       
0.6320       0.5790       0.5835       
0.6400       0.5774       0.5821       
0.6480       0.5760       0.5805       
0.6560       0.5748       0.5789       
0.6640       0.5739       0.5772       
0.6720       0.5734       0.5754       
0.6800       0.5731       0.5737       
0.6880       0.5731       0.5719       
0.6960       0.5734       0.5702       
0.7040       0.5739       0.5685       
0.7120       0.5745       0.5668       
0.7200       0.5753       0.5651       
0.7280       0.5766       0.5633       
0.7360       0.5776       0.5616       
0.7440       0.5785       0.5597       
0.7520       0.5796       0.5579       
0.7600       0.5806       0.5561       
0.7680       0.5816       0.5544       
0.7760       0.5824       0.5528       
0.7840       0.5832       0.5515       
0.7920       0.5838       0.5506       
0.8000       0.5840       0.5500       
0.8080       0.5841       0.5501       
0.8160       0.5842       0.5507       
0.8240       0.5839       0.5520       
0.8320       0.5834       0.5539       
0.8400       0.5828       0.5565       
0.8480       0.5820       0.5596       
0.8560       0.5813       0.5632       
0.8640       0.5802       0.5672       
0.8720       0.5792       0.5713       
0.8800       0.5785       0.5754       
0.8880       0.5779       0.5793       
0.8960       0.5771       0.5830       
0.9040       0.5766       0.5862       
0.9120       0.5763       0.5888       
0.9200       0.5761       0.5909       
0.9280       0.5761       0.5923       
0.9360       0.5765       0.5931       
0.9440       0.5771       0.5934       
0.9520       0.5779       0.5931       
0.9600       0.5786       0.5925       
0.9680       0.5793       0.5917       
0.9760       0.5804       0.5907       
0.9840       0.5812       0.5897       
0.9920       0.5821       0.5887       
1.0000       0.5830       0.5877       
1.0080       0.5836       0.5869       
1.0160       0.5844       0.5862       
1.0240       0.5848       0.5855       
1.0320       0.5847       0.5848       
1.0400       0.5849       0.5840       
1.0480       0.5849       0.5831       
1.0560       0.5846       0.5820       
1.0640       0.5844       0.5806       
1.0720       0.5837       0.5789       
1.0800       0.5832       0.5770       
1.0880       0.5826       0.5749       
1.0960       0.5819       0.5727       
1.1040       0.5810       0.5704       
1.1120       0.5802       0.5682       
1.1200       0.5795       0.5662       
1.1280       0.5787       0.5645       
1.1360       0.5781       0.5633       
1.1440       0.5776       0.5624       
1.1520       0.5772       0.5621       
1.1600       0.5771       0.5623       
1.1680       0.5770       0.5630       
1.1760       0.5770       0.5640       
1.1840       0.5772       0.5653       
1.1920       0.5774       0.5667       
1.2000       0.5779       0.5682       
1.2080       0.5785       0.5695       
1.2160       0.5791       0.5707       
1.2240       0.5796       0.5715       
1.2320       0.5804       0.5719       
1.2400       0.5815       0.5720       
1.2480       0.5817       0.5717       
1.2560       0.5827       0.5711       
1.2640       0.5832       0.5702       
1.2720       0.5835       0.5693       
1.2800       0.5840       0.5683       
1.2880       0.5844       0.5675       
1.2960       0.5846       0.5668       
1.3040       0.5847       0.5665       
1.3120       0.5847       0.5666       
1.3200       0.5846       0.5671       
1.3280       0.5845       0.5680       
1.3360       0.5843       0.5692       
1.3440       0.5838       0.5707       
1.3520       0.5833       0.5724       
1.3600       0.5827       0.5742       
1.3680       0.5821       0.5760       
1.3760       0.5817       0.5777       
1.3840       0.5811       0.5792       
1.3920       0.5804       0.5804       
1.4000       0.5799       0.5814       
1.4080       0.5796       0.5822       
1.4160       0.5791       0.5827       
1.4240       0.5792       0.5830       
1.4320       0.5788       0.5832       
1.4400       0.5788       0.5834       
1.4480       0.5791       0.5836       
1.4560       0.5793       0.5839       
1.4640       0.5794       0.5843       
1.4720       0.5795       0.5848       
1.4800       0.5800       0.5855       
1.4880       0.5803       0.5862       
1.4960       0.5809       0.5870       
1.5040       0.5814       0.5877       
1.5120       0.5817       0.5882       
1.5200       0.5820       0.5885       
1.5280       0.5823       0.5885       
1.5360       0.5825       0.5881       
1.5440       0.5827       0.5873       
1.5520       0.5830       0.5861       
1.5600       0.5828       0.5844       
1.5680       0.5826       0.5825       
1.5760       0.5827       0.5804       
1.5840       0.5828       0.5781       
1.5920       0.5826       0.5759       
1.6000       0.5827       0.5739       
1.6080       0.5824       0.5721       
1.6160       0.5819       0.5708       
1.6240       0.5817       0.5699       
1.6320       0.5814       0.5695       
1.6400       0.5810       0.5697       
1.6480       0.5807       0.5704       
1.6560       0.5802       0.5716       
1.6640       0.5801       0.5731       
1.6720       0.5798       0.5749       
1.6800       0.5795       0.5768       
1.6880       0.5796       0.5787       
1.6960       0.5797       0.5806       
1.7040       0.5797       0.5822       
1.7120       0.5796       0.5835       
1.7200       0.5794       0.5846       
1.7280       0.5796       0.5853       
1.7360       0.5800       0.5856       
1.7440       0.5796       0.5857       
1.7520       0.5798       0.5856       
1.7600       0.5802       0.5853       
1.7680       0.5804       0.5849       
1.7760       0.5808       0.5845       
1.7840       0.5807       0.5842       
1.7920       0.5806       0.5839       
1.8000       0.5810       0.5837       
1.8080       0.5812       0.5836       
1.8160       0.5814       0.5835       
1.8240       0.5815       0.5835       
1.8320       0.5817       0.5834       
1.8400       0.5817       0.5833       
1.8480       0.5816       0.5830       
1.8560       0.5817       0.5825       
1.8640       0.5814       0.5819       
1.8720       0.5811       0.5810       
1.8800       0.5811       0.5800       
1.8880       0.5813       0.5789       
1.8960       0.5811       0.5777       
1.9040       0.5811       0.5765       
1.9120       0.5806       0.5753       
1.9200       0.5805       0.5744       
1.9280       0.5804       0.5737       
1.9360       0.5805       0.5733       
1.9440       0.5806       0.5732       
1.9520       0.5806       0.5735       
1.9600       0.5804       0.5742       
1.9680       0.5805       0.5752       
1.9760       0.5805       0.5765       
1.9840       0.5805       0.5781       
1.9920       0.5806       0.5798       
2.0000       0.5806       0.5815       
2.0080       0.5809       0.5834       
2.0160       0.5809       0.5851       
2.0240       0.5808       0.5868       
2.0320       0.5808       0.5884       
2.0400       0.5809       0.5899       
2.0480       0.5810       0.5913       
2.0560       0.5808       0.5926       
2.0640       0.5808       0.5938       
2.0720       0.5810       0.5949       
2.0800       0.5810       0.5959       
2.0880       0.5807       0.5969       
2.0960       0.5809       0.5977       
2.1040       0.5810       0.5984       
2.1120       0.5812       0.5989       
2.1200       0.5813       0.5990       
2.1280       0.5812       0.5989       
2.1360       0.5808       0.5983       
2.1440       0.5809       0.5973       
2.1520       0.5809       0.5958       
2.1600       0.5807       0.5937       
2.1680       0.5808       0.5912       
2.1760       0.5807       0.5882       
2.1840       0.5806       0.5849       
2.1920       0.5806       0.5814       
2.2000       0.5808       0.5778       
2.2080       0.5810       0.5742       
2.2160       0.5807       0.5709       
2.2240       0.5812       0.5680       
2.2320       0.5814       0.5656       
2.2400       0.5810       0.5638       
2.2480       0.5813       0.5627       
2.2560       0.5812       0.5623       
2.2640       0.5815       0.5625       
2.2720       0.5818       0.5634       
2.2800       0.5818       0.5647       
2.2880       0.5817       0.5665       
2.2960       0.5818       0.5684       
2.3040       0.5817       0.5704       
2.3120       0.5816       0.5723       
2.3200       0.5813       0.5740       
2.3280       0.5812       0.5755       
2.3360       0.5811       0.5766       
2.3440       0.5815       0.5773       
2.3520       0.5813       0.5777       
2.3600       0.5814       0.5778       
2.3680       0.5815       0.5777       
2.3760       0.5813       0.5775       
2.3840       0.5811       0.5773       
2.3920       0.5810       0.5772       
2.4000       0.5810       0.5774       
2.4080       0.5809       0.5778       
2.4160       0.5809       0.5785       
2.4240       0.5810       0.5795       
2.4320       0.5810       0.5808       
2.4400       0.5808       0.5823       
2.4480       0.5808       0.5839       
2.4560       0.5807       0.5856       
2.4640       0.5804       0.5872       
2.4720       0.5805       0.5887       
2.4800       0.5807       0.5900       
2.4880       0.5807       0.5910       
2.4960       0.5807       0.5916       
